concept_id,excluded,descendants,mapped
4300185,FALSE,TRUE,FALSE
42537741,FALSE,TRUE,FALSE
4139964,FALSE,TRUE,FALSE
4208341,FALSE,TRUE,FALSE
4052982,TRUE,TRUE,FALSE
4086308,FALSE,FALSE,FALSE
45766933,FALSE,FALSE,FALSE
44790511,TRUE,TRUE,FALSE
4020472,FALSE,TRUE,FALSE
4214028,FALSE,TRUE,FALSE
201461,FALSE,TRUE,FALSE
4213409,FALSE,TRUE,FALSE
443252,FALSE,TRUE,FALSE
