"result_id","cdm_name","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_039","density_x","numeric","812.594911937378","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_039","density_y","numeric","0.000244167437333125","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_040","density_x","numeric","833.610567514677","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_040","density_y","numeric","0.000240422253027819","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_041","density_x","numeric","854.626223091976","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_041","density_y","numeric","0.000236993790297048","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_042","density_x","numeric","875.641878669276","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_042","density_y","numeric","0.000233846659069716","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_043","density_x","numeric","896.657534246575","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_043","density_y","numeric","0.000230929854101941","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_044","density_x","numeric","917.673189823875","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_044","density_y","numeric","0.000228188291253964","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_045","density_x","numeric","938.688845401174","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_045","density_y","numeric","0.000225573078467852","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_046","density_x","numeric","959.704500978474","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_046","density_y","numeric","0.000223035951220712","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_047","density_x","numeric","980.720156555773","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_047","density_y","numeric","0.000220533599147836","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_048","density_x","numeric","1001.73581213307","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_048","density_y","numeric","0.000218029998968006","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_049","density_x","numeric","1022.75146771037","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_049","density_y","numeric","0.000215492092565","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_050","density_x","numeric","1043.76712328767","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_050","density_y","numeric","0.000212892890369194","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_051","density_x","numeric","1064.78277886497","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_051","density_y","numeric","0.000210215759913398","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_052","density_x","numeric","1085.79843444227","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_052","density_y","numeric","0.000207457745426922","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_053","density_x","numeric","1106.81409001957","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_053","density_y","numeric","0.000204630279059467","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_054","density_x","numeric","1127.82974559687","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_054","density_y","numeric","0.000201756877093884","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_055","density_x","numeric","1148.84540117417","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_055","density_y","numeric","0.000198868721142225","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_056","density_x","numeric","1169.86105675147","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_056","density_y","numeric","0.000195999837854046","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_057","density_x","numeric","1190.87671232877","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_057","density_y","numeric","0.000193183594306172","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_058","density_x","numeric","1211.89236790607","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_058","density_y","numeric","0.000190451427605813","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_059","density_x","numeric","1232.90802348337","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_059","density_y","numeric","0.000187833445314159","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_060","density_x","numeric","1253.92367906067","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_060","density_y","numeric","0.000185359310541611","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_061","density_x","numeric","1274.93933463796","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_061","density_y","numeric","0.000183059231189013","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_062","density_x","numeric","1295.95499021526","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_062","density_y","numeric","0.000180965718420966","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_063","density_x","numeric","1316.97064579256","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_063","density_y","numeric","0.000179072045384959","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_064","density_x","numeric","1337.98630136986","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_064","density_y","numeric","0.000177357558111126","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_065","density_x","numeric","1359.00195694716","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_065","density_y","numeric","0.000175774056923899","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_066","density_x","numeric","1380.01761252446","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_066","density_y","numeric","0.000174249525204197","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_067","density_x","numeric","1401.03326810176","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_067","density_y","numeric","0.000172699105157073","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_068","density_x","numeric","1422.04892367906","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_068","density_y","numeric","0.000171041097861951","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_069","density_x","numeric","1443.06457925636","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_069","density_y","numeric","0.000169214039444387","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_070","density_x","numeric","1464.08023483366","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_070","density_y","numeric","0.000167190391784044","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_071","density_x","numeric","1485.09589041096","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_071","density_y","numeric","0.000164983185124167","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_072","density_x","numeric","1506.11154598826","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_072","density_y","numeric","0.000162643808645623","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_073","density_x","numeric","1527.12720156556","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_073","density_y","numeric","0.000160251548726086","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_074","density_x","numeric","1548.14285714286","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_074","density_y","numeric","0.000157897764202366","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_075","density_x","numeric","1569.15851272016","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_075","density_y","numeric","0.000155669101687963","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_076","density_x","numeric","1590.17416829746","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_076","density_y","numeric","0.000153634383944354","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_077","density_x","numeric","1611.18982387476","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_077","density_y","numeric","0.000151838552652154","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_078","density_x","numeric","1632.20547945205","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_078","density_y","numeric","0.000150320441059248","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_079","density_x","numeric","1653.22113502935","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_079","density_y","numeric","0.000149075951455408","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_080","density_x","numeric","1674.23679060665","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_080","density_y","numeric","0.000148103715954869","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_081","density_x","numeric","1695.25244618395","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_081","density_y","numeric","0.000147400536864011","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_082","density_x","numeric","1716.26810176125","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_082","density_y","numeric","0.00014695042693419","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_083","density_x","numeric","1737.28375733855","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_083","density_y","numeric","0.000146711272203786","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_084","density_x","numeric","1758.29941291585","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_084","density_y","numeric","0.00014660257925063","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_085","density_x","numeric","1779.31506849315","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_085","density_y","numeric","0.00014650178903648","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_086","density_x","numeric","1800.33072407045","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_086","density_y","numeric","0.000146254514600518","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_087","density_x","numeric","1821.34637964775","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_087","density_y","numeric","0.000145699293240638","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_088","density_x","numeric","1842.36203522505","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_088","density_y","numeric","0.000144701791122226","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_089","density_x","numeric","1863.37769080235","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_089","density_y","numeric","0.000143189078549752","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_090","density_x","numeric","1884.39334637965","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_090","density_y","numeric","0.000141173384956128","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_091","density_x","numeric","1905.40900195695","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_091","density_y","numeric","0.000138757257734148","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_092","density_x","numeric","1926.42465753425","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_092","density_y","numeric","0.000136117462897104","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_093","density_x","numeric","1947.44031311155","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_093","density_y","numeric","0.000133471327157961","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_094","density_x","numeric","1968.45596868885","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_094","density_y","numeric","0.000131048997995082","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_095","density_x","numeric","1989.47162426614","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_095","density_y","numeric","0.0001290316501471","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_096","density_x","numeric","2010.48727984344","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_096","density_y","numeric","0.000127496033250294","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_097","density_x","numeric","2031.50293542074","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_097","density_y","numeric","0.00012644784083608","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_098","density_x","numeric","2052.51859099804","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_098","density_y","numeric","0.000125827026517209","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_099","density_x","numeric","2073.53424657534","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_099","density_y","numeric","0.000125529140123973","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_100","density_x","numeric","2094.54990215264","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_100","density_y","numeric","0.000125428522230392","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_101","density_x","numeric","2115.56555772994","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_101","density_y","numeric","0.000125397695318133","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_102","density_x","numeric","2136.58121330724","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_102","density_y","numeric","0.000125320323742613","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_103","density_x","numeric","2157.59686888454","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_103","density_y","numeric","0.000125098245228617","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_104","density_x","numeric","2178.61252446184","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_104","density_y","numeric","0.000124655020759211","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_105","density_x","numeric","2199.62818003914","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_105","density_y","numeric","0.000123938618159435","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_106","density_x","numeric","2220.64383561644","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_106","density_y","numeric","0.000122924522064863","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_107","density_x","numeric","2241.65949119374","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_107","density_y","numeric","0.000121618693949575","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_108","density_x","numeric","2262.67514677104","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_108","density_y","numeric","0.000120058507697057","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_109","density_x","numeric","2283.69080234834","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_109","density_y","numeric","0.000118309787356675","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_110","density_x","numeric","2304.70645792564","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_110","density_y","numeric","0.000116459405569896","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_111","density_x","numeric","2325.72211350294","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_111","density_y","numeric","0.000114613141829865","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_112","density_x","numeric","2346.73776908024","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_112","density_y","numeric","0.000112869292933603","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_113","density_x","numeric","2367.75342465753","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_113","density_y","numeric","0.000111307009140438","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_114","density_x","numeric","2388.76908023483","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_114","density_y","numeric","0.000109986023213459","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_115","density_x","numeric","2409.78473581213","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_115","density_y","numeric","0.000108943545816299","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_116","density_x","numeric","2430.80039138943","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_116","density_y","numeric","0.000108192811190175","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_117","density_x","numeric","2451.81604696673","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_117","density_y","numeric","0.000107722837297135","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_118","density_x","numeric","2472.83170254403","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_118","density_y","numeric","0.000107499672639023","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_119","density_x","numeric","2493.84735812133","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_119","density_y","numeric","0.000107469812156154","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_120","density_x","numeric","2514.86301369863","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_120","density_y","numeric","0.000107566229721107","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_121","density_x","numeric","2535.87866927593","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_121","density_y","numeric","0.000107716634457627","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_122","density_x","numeric","2556.89432485323","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_122","density_y","numeric","0.000107852521327268","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_123","density_x","numeric","2577.90998043053","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_123","density_y","numeric","0.000107916937640964","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_124","density_x","numeric","2598.92563600783","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_124","density_y","numeric","0.00010786909336187","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_125","density_x","numeric","2619.94129158513","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_125","density_y","numeric","0.000107685070811301","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_126","density_x","numeric","2640.95694716243","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_126","density_y","numeric","0.000107355467589111","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_127","density_x","numeric","2661.97260273973","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_127","density_y","numeric","0.000106873479914651","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_128","density_x","numeric","2682.98825831703","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_128","density_y","numeric","0.000106260077096991","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_129","density_x","numeric","2704.00391389432","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_129","density_y","numeric","0.000105535515289852","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_130","density_x","numeric","2725.01956947162","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_130","density_y","numeric","0.000104725649507122","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_131","density_x","numeric","2746.03522504892","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_131","density_y","numeric","0.000103859710449449","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_132","density_x","numeric","2767.05088062622","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_132","density_y","numeric","0.000102965366123862","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_133","density_x","numeric","2788.06653620352","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_133","density_y","numeric","0.00010206323301125","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_134","density_x","numeric","2809.08219178082","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_134","density_y","numeric","0.000101163101988125","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_135","density_x","numeric","2830.09784735812","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_135","density_y","numeric","0.000100263748330118","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_136","density_x","numeric","2851.11350293542","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_136","density_y","numeric","9.93568463447305e-05","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_137","density_x","numeric","2872.12915851272","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_137","density_y","numeric","9.84338884370224e-05","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_138","density_x","numeric","2893.14481409002","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_138","density_y","numeric","9.74938449340509e-05","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_139","density_x","numeric","2914.16046966732","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_139","density_y","numeric","9.65490492360782e-05","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_140","density_x","numeric","2935.17612524462","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_140","density_y","numeric","9.56274710367762e-05","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_141","density_x","numeric","2956.19178082192","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_141","density_y","numeric","9.47707666064371e-05","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_142","density_x","numeric","2977.20743639922","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_142","density_y","numeric","9.40286977411233e-05","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_143","density_x","numeric","2998.22309197652","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_143","density_y","numeric","9.34603276696532e-05","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_144","density_x","numeric","3019.23874755382","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","1st","overall","overall","Duration in days","density_144","density_y","numeric","9.31055857766217e-05","overall","overall"
