"result_id","cdm_name","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_087","density_x","numeric","1821.34637964775","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_087","density_y","numeric","0.000145699293240638","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_088","density_x","numeric","1842.36203522505","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_088","density_y","numeric","0.000144701791122226","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_089","density_x","numeric","1863.37769080235","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_089","density_y","numeric","0.000143189078549752","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_090","density_x","numeric","1884.39334637965","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_090","density_y","numeric","0.000141173384956128","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_091","density_x","numeric","1905.40900195695","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_091","density_y","numeric","0.000138757257734148","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_092","density_x","numeric","1926.42465753425","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_092","density_y","numeric","0.000136117462897104","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_093","density_x","numeric","1947.44031311155","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_093","density_y","numeric","0.000133471327157961","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_094","density_x","numeric","1968.45596868885","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_094","density_y","numeric","0.000131048997995082","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_095","density_x","numeric","1989.47162426614","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_095","density_y","numeric","0.0001290316501471","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_096","density_x","numeric","2010.48727984344","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_096","density_y","numeric","0.000127496033250294","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_097","density_x","numeric","2031.50293542074","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_097","density_y","numeric","0.00012644784083608","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_098","density_x","numeric","2052.51859099804","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_098","density_y","numeric","0.000125827026517209","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_099","density_x","numeric","2073.53424657534","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_099","density_y","numeric","0.000125529140123973","overall","overall"
"2","cdm_gold_202512","observation_period_ordinal","all","overall","overall","Duration in days","density_100","density_x","numeric","2094.54990215264","overall","overall"
